review,reasoning,sentiment_score,politeness_score
"The authors describe a framework of how to learn a ""fair"" (demographic parity) representation that can be used to train certain classifiers, in their case facial expression and activity recognition. The method describes an adversarial framework with a constraint that bounds the distortion of the learned representation compared to the original input.

Clarity:
The paper is well written and easy to follow. The appendix is rather extensive though and contains some important parts of the paper, though the paper can be understood w/o it.

I didn't quite follow Sec 3. It is a bit sparse on the details and the final conclusion isn't entirely clear. It also isn't clear to me how general the conclusions drawn from the Gaussian mixture model are for more complex cases.

Novelty:
Adversarial fairness methods are not new, but in my opinion the authors do a good job of summarizing the literature and formalizing the problem. I am not fully familiar with the space to judge if this is enough novelty.

Using the distortion constraint is interesting and seems to work according to the experiments. Generally though, I think that distortion can be a very restrictive constraint. One could imagine representations with a very high distortion (e.g. by completely removing the sensitive attribute) and predictive qualities equivalent to the original representation. Some further discussion of this would be good.

Experiments:
The experiments are somewhat limited, but show the expected correlations (e.g. distortion vs predictiveness). 

Overall, I do believe that this work is in the right direction in this more and more popular area of great importance. I also think that contributions compared to other works could be made more clear, as well as additional experiments and discussions of the shortcomings of this approach may be added.","The sentiment score is 50 (slightly positive) because the reviewer acknowledges the paper's strengths (well-written, good literature summary, interesting approach) while also pointing out areas for improvement (limited experiments, need for more clarity on contributions). The overall tone suggests the work is promising but could benefit from some enhancements. The politeness score is 75 (quite polite) as the reviewer uses respectful language throughout, offering constructive criticism without harsh words. They use phrases like 'I believe', 'I think', and 'could be made more clear', which maintain a courteous tone while providing feedback. The review balances positive comments with suggestions for improvement in a professional manner.",50.0,75.0
"This paper proposes an objective function for auto-encoding they
call information maximizing auto encoding (IMAE).  To set the stage
for my review I will start with the following ""classical"" formulation
of auto-encoding as the minimization of the following where we are
training models for P(z|x) and P(x|z).

beta H(z) + E_{x,z sim P(z|x)} -log P(x|z) (1)

Here H(z) is defined by drawing x from the population and then drawing
z from P(z|x).  This is equivalent to classical rate-distortion coding
when P(x|z) is an isotropic Gaussian in which case -log P(x|z) is just
the L2 distortion between x and its reconstruction.  The parameter
beta controls the trade-off between the compression rate and the L2
distortion.

This paper replaces minimizing (1) with maximizing

beta I(x,z) + E_{x,z sim P(z|x)} log P(x|z) (2)

This is equivalent to replacing H(z) in (1) by -I(x,z).  But (2)
admits a trivial solution of z=x.  To prevent the trivial solution this
paper proposes to regularize P(z) toward a
desired distribution Q(z) and replacing I(x,z) with KL(P(z),Q(z))
by minimizing

beta KL(P(z),Q(z)) + E_{x,z sim P(z|x)} - log P(x|z) (3)

The paper contains an argument that this replacement is reasonable
when Q(z) and P(z|x) are both Gaussian with diagonal covariances.  I
did not verify that argument but in any case it seems (3) is better than (2). 
For beta large (3) forces P(z) = Q(z) which fixes H(z) and the a-priori value
H(Q).  The regularization probably has other benefits.

But these suggestions are fairly simple and any real assessment of their
value must be done empirically.  The papers experiments with MNIST
seem insufficient for this.
","The sentiment score is slightly negative (-20) because while the reviewer acknowledges the paper's contributions and provides a detailed analysis, they ultimately express skepticism about the sufficiency of the experiments ('The papers experiments with MNIST seem insufficient for this'). This suggests that the reviewer is not fully convinced by the paper's findings. The politeness score is moderately positive (50) as the reviewer maintains a professional and respectful tone throughout. They provide a thorough explanation of the paper's approach and offer constructive criticism without using harsh language. The reviewer also acknowledges potential benefits of the proposed method ('The regularization probably has other benefits'), showing a balanced perspective. However, the review lacks overtly polite phrases or compliments, keeping it from scoring higher on the politeness scale.",-20.0,50.0
"This work proposes a learning method based on deep subspace clustering. The method is formulated by identifying a deep data embedding, where clustering is performed in the latent space by a revised version of k-means, inspired by the work [1]. In this way, the proposed method can adapt to account for uni-modal distributions. The authors propose some variations of the framework based on soft cluster assignments, and on cumulative learning of the cluster means.
The method is tested on several scenarios and datasets, showing promising results in prediction accuracy.

The idea presented in this work is reasonable and rather intuitive. However, the paper presentation is often unnecessarily convoluted, and fails in clarifying the key points about the proposed methodology. The paper makes often use of abstract terms and jargon, which sensibly reduce the manuscript clarity and readability. For this reason, in my opinion, it is very difficult to appreciate the contribution of this work, from both methodological and applicative point of view. 

Related to this latter point, the use of the term “Bayesian nonparametric” is inappropriate. It is completely unclear in which sense the proposed framework is Bayesian, as it doesn’t present any element related to parameters inference, uncertainty estimation, … Even the fact that the method uses an algorithm illustrated in [1] doesn’t justifies this terminology, as the clustering procedure used here only corresponds to the limit case of a Dirichlet Process Gibbs Sampler when the covariance parameters goes to zero. Moreover, the original procedure requires the iteration until convergence, while it is here applied with a single pass only. The procedure is also known to be sensitive to the order by which the data is provided, and this point is not addressed in this work. 

Finally, the novelty of the proposed contribution is questionable. To my understanding, it may consist in the use of embedding methods based on the approach provided in [1]. However, for the reasons illustrated above, this is not clear. There is also a substantial amount of literature on deep subspace embeddings that proposes very similar methodologies to the one of this paper (e.g. [2-5]).  For this reason, the paper would largely benefit from further clarifications and comparison with respect to these methods.  





[1] Kulis and Jordan,  Revisiting k-means: New Algorithms via Bayesian Nonparametrics, ICML 2012

[2] Xie, Junyuan, Ross Girshick, and Ali Farhadi. ""Unsupervised deep embedding for clustering analysis."" International conference on machine learning. 2016.
[3] Ji, Pan, et al. ""Deep subspace clustering networks."" Advances in Neural Information Processing Systems. 2017.
[4] Jiang, Zhuxi, et al. ""Variational deep embedding: An unsupervised and generative approach to clustering."" IJCAI 2017
[5] Kodirov, Elyor, Tao Xiang, and Shaogang Gong. ""Semantic autoencoder for zero-shot learning. CVPR 2017.","The sentiment score is -50 because while the reviewer acknowledges some positive aspects ('promising results', 'reasonable and rather intuitive idea'), the overall tone is critical. The reviewer expresses significant concerns about the paper's clarity, methodology, and novelty. The politeness score is 0 (neutral) because the reviewer maintains a professional tone without being overly polite or rude. They express criticisms directly but without harsh language, using phrases like 'in my opinion' and 'the paper would largely benefit from' to soften the critique. The review balances some positive comments with substantial criticisms, maintaining a neutral, academic tone throughout.",-50.0,0.0
"This paper proposes an unpaired image-to-image translation method which applies the co-segmentation network and adaptive instance normalization techniques to enable the manipulation on the local regions.

Pros:
* This paper proposes to jointly learn the local mask to make the translation focus on the foreground instead of the whole image.
* The local mask-based highway adaptive instance normalization apply the style information to the local region correctly.

Cons:
* There seems a conflict in the introduction (page 1): the authors clarify that “previous methods [1,2,3] have a drawback of ....” and then clarify that “[1,2,3] have taken a user-selected exemplar image as additional input ...”. 
* As the main experiments are about facial attributes translation, I strongly recommend to the author to compare their work with StarGAN [4]. 
* It is mentioned in the introduction (page 2) that “This approach has something in common with those recent approaches that have attempted to leverage an attention mask in image translation”. However, the differences between the proposed method with these prior works are not compared or mentioned. Some of these works also applied the mask technique or adaptive instance normalization to the image-to-image translation problem. I wonder the advantages of the proposed method compared to these works.
* The experiment setting is not clear enough. If I understand correctly, the face images are divided into two groups based on their attributes (e.g. smile vs no smile). If so, what role does the exemplar image play here? Since the attribute information has been modeled by the network parameters, will different exemplar image lead to different translation outputs? 
* The github link for code should not provide any author information.

[1] Multimodal Unsupervised Image-to-Image Translation
[2] Diverse Image-to-Image Translation via Disentangled Representations
[3] Exemplar Guided Unsupervised Image-to-Image Translation
[4] StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation

Overall, I think the proposed method is well-designed but the comparison and experiment setting are not explained well. My initial rating is weakly reject.","The sentiment score is -40 because the overall tone is somewhat negative, with the reviewer pointing out several cons and concluding with a 'weakly reject' recommendation. However, they do mention some pros and describe the method as 'well-designed', which prevents the score from being more negative. The politeness score is 50 because the reviewer uses professional and respectful language throughout, offering constructive criticism without being harsh or rude. They use phrases like 'I strongly recommend' and 'I wonder' which maintain a polite tone while expressing concerns. The reviewer also balances criticism with positive comments, which contributes to the politeness of the review.",-40.0,50.0
"The paper presents an inference method (implicit distribution particle smoothing) for neural Hawkes processes that accounts for latent sequences of events that influence the observed trajectories.

Quality
+ The paper combines ideas from multiple areas of machine learning to tackle a challenging task of inference in multivariate continuous-time settings.
- The figures reported from the paper are comparative graphs with respect to particle filtering, and so the absolute level of performance of the methods is not characterized.  Reporting of distribution of sample weights and or run-times/complexity would strengthen the paper.

Clarity
- notation is complex replete with symbols ""@"" and text in math formulas
- It's not clear what p (""the data model"") and p_miss (""the missingness mechanism"") represent, and therefore why in equation 1: p(x,z) = p(xvz)p_miss(z| xvz) where v is the union symbol.  In addition, how it's related to MAR and MNAR is unclear. If e.g. following Murphy, one writes MAR as: p(r|x_u, x_o) = p(r|x_o), r is a missingness vector, x_u is x unobserved, and x_o is x observed, then r corresponds to observation or not, whereas in the manuscript p_miss is on the values themselves, i.e. on the space where z={k_{i,j}@t_{i,j}} resides.  We know, from the definition of MNAR that we can't use only the observed data to correctly infer the distributions of the missing values, and so while one can probabilistically predict in MNAR setting, their quality remains unknown.  If none of the experiments touch upon MNAR data, perhaps it is possible to omit this part.

Originality
+ the work is rich, complex, original, and uses leading methods from multiple areas of ML.

Significance
+ the significance of this work could be high, as it may provide a way to conduct difficult inference in an effective way to produce increasingly flexible modeling of trajectories amidst partial observation.
- however the exposition (particularly the experiments) does not fully demonstrate this.","The sentiment score is 50 (slightly positive) because the review acknowledges both strengths and weaknesses of the paper. It praises the originality, complexity, and potential significance of the work, but also points out areas for improvement in clarity and experimental reporting. The positive aspects slightly outweigh the criticisms, hence the moderately positive score. The politeness score is 75 (quite polite) because the reviewer uses respectful language throughout, balancing praise with constructive criticism. They use phrases like 'would strengthen the paper' instead of direct criticisms, and acknowledge the paper's strengths before discussing its weaknesses. The review maintains a professional and courteous tone throughout, without any harsh or rude language.",50.0,75.0
"Overview: 
This nicely written paper contributes a useful variance reduction baseline to make the recent formalism of the DiCE estimator more practical in application. I assess the novelty and scale of the current contribution as too low for publication at ICLR. Also, the paper includes a few incorrect assertions regarding the control variate framework as well as action-dependent baselines in reinforcement learning. Such issues reduce the value of the contribution in its current form and may contribute to ongoing misunderstandings of the control variate framework and action-dependent baselines in RL, to the detriment of variance reduction techniques in machine learning. I do not recommend publication at this time.

Pros:
The paper is well written modulo the issues discussed below. It strikes me as a valuable workshop contribution once the errors are addressed, but it lacks enough novelty for the main conference track.

Issues:

* (p.5) ""R_w and b_w are positively correlated by design, as they should be for variance reduction of the first order gradients.""

This statement is not true in general. Intuitively, a control variate reduces variance because when a single estimate of an expectation of a function diverges from its true value according to some delta, then, with high probability, some function strongly correlated with that function will also diverge with a similar delta. Such a delta might be positive or negative, so long as the error may be appropriately modeled as drawn from some symmetric distribution (i.e. is Gaussian).

Control variates are often estimated with an optimal scaling constant that depends on the covariance of the original function and its control variate. Due to the dependence on the covariance, the scaling constant flips sign as appropriate in order reduce variance for any delta. For more information, see the chapter on variance reduction and subsection on control variates in Sheldon Ross's textbook ""Simulation.""

The fact that a control variate appears to work despite this is not surprising. Biased and suboptimal unbiased gradient estimators have been shown to work well for reasons not fully explored in the literature yet. See, for example, Tucker et al.'s ""Mirage of Action-Dependent Baselines"", https://arxiv.org/abs/1802.10031.

Since the authors claim on page 6 that the baseline is positively correlated by design, this misunderstanding of the control variate framework appears to be baked into the baseline itself. I recommend the authors look into adaptively estimating an optimal scale for the baseline using a rolling estimator of the covariance and variance to fix this issue. See the Ross book cited above for full derivation of this optimal scale.

* The second error is a mischaracterization of the use and utility of action-dependent baselines for RL problems, on page 6: ""We choose the baseline ... to be a function of state ... it must be independent of the action ...."" and ""it is essential to exclude the current action ... because the baselines ... must be independent of the action ... to remain unbiased."" In the past year, a slew of papers have presented techniques for the use of action-dependent baselines, with mixed results (see the Mirage paper just cited), including two of the papers the authors cited.

Cons
* Much of paper revises the DiCE estimator results, arguing for and explaining again those results rather than referring to them as a citation. 
* I assess the novelty of proposed contribution as too low for publication. The baseline is an extension of the same method used in the original paper, and does not generalize past the second order gradient, making the promising formalism of the DiCE estimator as infinitely differentiable still unrealizable in practice.
* The experiments are practically identical to the DiCE estimator paper, also reducing the novelty and contribution of the paper.

*EDIT: 
I thank the authors for a careful point-by-point comparison of our disagreements on this paper so that we may continue the discussion. However, none of the points I identified were addressed, and so I maintain my original score and urge against publication. In their rebuttal, the authors have defended errors and misrepresentations in the original submission, and so I provide a detailed response to each of the numbered issues below:

(1) I acknowledge that it is common to set c=1 in experiments. This is not the same as the misstatements I cited, verbatim, in the paper that suggest this is required for variance reduction. My aim in identifying these mistakes is not to shame the authors (they appear to simply be typos) but simply to ensure that future work in this area begins with a correct understanding of the theory. I request again that the authors revise the cited lines that incorrectly state the reliance of a control variate on positive correlation. It is not enough to state that ""everyone knows"" what is meant when the actual claim is misleading.

(2) Without more empirical investigation, the authors' new claim that a strictly state-value-function baseline is a strength rather than a weakness cannot be evaluated. This may be the case, and I would welcome some set of experiments that establish this empirical claim by comparing against state-action-dependent baselines. The authors appear to believe that state-action-dependent baselines are never effective in reducing variance, and this is perhaps the central error in the paper that should be addressed. See response (3). Were the authors to fix this, they would necessarily compare against state-action-dependent baselines, which would be of great value for the community at large in settling this open issue.

(3) Action-dependent baselines have not been shown to be ineffective. I wish to strongly emphasize that this is not the conclusion of the Mirage paper, and the claim repeated in the authors' response (3) has not been validated empirically or analytically, and does not represent the state of variance reduction in reinforcement learning as of this note. I repeat a few key arguments from the Mirage paper in an attempt to dispel the authors' repeated misinterpretation of the paper.

The variance of the policy gradient estimator, subject to a baseline ""phi,"" is decomposed using the Law of Total Variance in Eq (3) of the Mirage paper. This decomposition identifies a non-zero contribution from ""phi(a,s)"", the (adaptive or non-adaptive) baseline. The Mirage paper analyzes under what conditions such a contribution is expected to be non-negligible. Quoting from the paper:
""We expect this to be the case when single actions have a large effect on the overall discounted
return (e.g., in a Cliffworld domain, where a single action could cause the agent to fall of the cliff and suffer a large negative reward).""
Please see Sec. 3, ""Policy Gradient Variance Decomposition"" of the Mirage paper for further details.
The Mirage paper does indeed cast reasonable doubt on subsets of a few papers' experiments, and shows that the strong claim, mistakenly made by these papers, that state-action-dependence is always required for an adaptive control variate to reduce variance over state dependence, is not true. 

It should be clear from the discussion of the paper to this point that this does _not_ imply the even stronger claim in ""A Better Second Order Baseline"" that action dependence is never effective and should no longer be considered as a means to reduce variance from a practitioner's point of view. Such a misinterpretation should not be legitimized through publication, as it will muddy the waters in future research. I again urge the authors to remove this mistake from the paper.

(4) I acknowledge the efforts of the authors to ensure that adequate background is provided for readers. This is a thorny issue, and it is difficult to balance in any work. Since this material represents a sizeable chunk of the paper and is nearly identical to existing published work, it leads me to lower the score for novelty of contribution simply by that fact. Perhaps the authors could have considered placing the extensive background materials in the appendix and instead summarizing them briefly in the body of the paper, leaving more room for discussion and experimental validation beyond the synthetic cases already studied in the DiCE paper.

(5), (6) In my review I provided specific, objective criteria by which I have assessed the novelty of this paper: the lack of original written material, and the nearly identical experiments to the DiCE paper. As I noted in response (4) above, this reduces space for further analysis and experimentation.","The sentiment score is -70 because the reviewer does not recommend publication and identifies several significant issues with the paper. They state the novelty and scale of contribution are too low for ICLR, and point out incorrect assertions that reduce the value of the work. However, it's not maximally negative as they do note some positives like the paper being well-written. The politeness score is 20 because the reviewer uses generally professional language and offers constructive feedback, even praising aspects of the paper. However, they are also quite direct in their criticisms, which prevents a higher politeness score. The reviewer balances critique with some positive comments and suggestions for improvement, maintaining a respectful but frank tone throughout.",-70.0,20.0
"This paper proposes a new policy gradient method for reinforcement learning.
The method essentially combines SARAH and trust region method using Fisher information matrix.
The effectiveness of the proposed method is verified in experiments.

SARAH is a variance reduction method developed in stochastic optimization literature, which significantly accelerates convergence speed of stochastic gradient descent.
Since the policy gradient often suffers from high variance during the training, a combination with variance reduction methods is quite reasonable.
However, this work seems to be rather incremental compared to a previous method adopting another variance reduction method (SVRG) [Xu+2017, Papini+2018].
Moreover, the advantage of the proposed method over SVRPG (SVRG + policy gradient) is unclear both theoretically and experimentally.
[Papini+2018] provided a convergence guarantee with its convergence rate, while this paper does not give such a result.
It would be nice if the authors could clarify theoretical advantages over SVRPG.

Minor comment:
- The description of SVRG updates in page 2 is wrong.
- The notation of H in Section 3.1 (""ODE analysis"") is not defined at this time.
",,,
"The paper considers the problem of (Generalized) Zero-Shot Learning. Most zero-shot learning methods embed images and text/attribute representations into a common space. The main difference here seems to be that Variational AutoEncoder (VAEs) are used to learn the mappings that take different sources as input (images and attributes). 
As in JMVAE (Suzuki et al., 2016) (which was not proposed for zero-shot learning), decoders are then used to reconstruct objects from the latent space to the input sources.

My main concerns are about novelty. The contribution of the paper is limited or not clear at all, even when reading Section C in the appendix. The proposed approach is a straightforward extension of JMVAE (Suzuki et al., 2016) where a loss function is added (Eq. (3)) to minimize the KL divergence between the outputs of the encoders (which corresponds to optimizing the same problem as most zero-shot learning approaches).
The theoretical aspect of the method is then limited since the proposed loss function actually corresponds to optimize the same problem as most zero-shot learning approaches but with VAEs.

Concerning experiments, Generalized Zero shot learning (GZSL) experiments seem to significantly outperform other methods, whereas results on the standard zero-shot learning task perform as well as state-of-the-art methods. 
Do the authors have an explanation of why the approach performs significantly better only on the GZSL task?

In conclusion, the contributions of the paper are mostly experimental. Most arguments in the model section are actually simply intuitions.


after the rebuttal:
After reading the different reviews, the replies of the authors and the updated version, my opinion that the ""explanations"" are simply intuitions (which is related to AnonReviewer3's concern ""Regarding advantages of learning a joint model as opposed to unidirectional mappings"") has not been completely addressed by the authors. Fig. 4 does address this concern by illustrating their point experimentally. However, I agree with AnonReviewer3 that the justification remains unclear.","The sentiment score is -50 because the reviewer expresses significant concerns about the novelty and theoretical contributions of the paper, stating that 'the contribution of the paper is limited or not clear at all' and that 'the theoretical aspect of the method is limited'. However, they do acknowledge some positive experimental results, which prevents the score from being more negative. The politeness score is 20 because the reviewer maintains a professional and objective tone throughout, avoiding harsh language. They use phrases like 'My main concerns are' and 'Do the authors have an explanation', which are polite ways of expressing criticism and asking for clarification. The reviewer also acknowledges positive aspects of the work, showing a balanced approach. However, the overall critical nature of the review prevents the politeness score from being higher.",-50.0,20.0
"The proposed approach aims to mitigate catastrophic forgetting in continual learning (CL) problems by structure learning: determining whether to reuse or adapt existing parameters, or initialise new ones, when faced with a new task. This is framed as an architecture search problem, applying ideas from Differentiable Architecture Search (DARTS). The approach is verified on the Permuted MNIST dataset and evaluated on the Visual Decathlon, showing an improvement.

I think this is an interesting idea with potential, and is worth exploring, and the paper is well-structured and easy to follow.

Unfortunately, I feel the paper fails to consider recent work on CL, both in terms of discussion and benchmarking. The only previous work that is compared is EWC, on permuted MNIST, and the Visual Decathlon performance is only compared to simple baselines (such as adding an adapter or fine tuning) which makes it difficult to gauge the contribution.
There are recent works, some with better results on more difficult problems, such as Variational Continual Learning [1], Progress and Compress [2], or (Variational) Generative Experience Replay [3][4].
Given the approach is based on dynamically adding parameters or modules, Progressive Networks and Dynamically Expandable Networks (both cited) are especially relevant and should be compared (I believe the former may be related to the “adapter” baseline, but this should be made explicit).

I have some questions / discussion points:
- What's the intuition behind implementing the “adapt” operator as additive bias over the previous weights, rather than just copying the previous weights and fine tuning?
- In the general case, if the architecture search is a continuous relaxation (softmax combination of operators), why is the ""adapt"" operator necessary? Wouldn't this already be a linear combination of new and old parameters? (In the example case of a 1×1 adaptor it makes sense, but this is a special restricted case which adapts with a smaller set of parameters)
- How is the structure regulariser backpropagated into the parameters of each layer? As I understand, it is composed of a constant discrete term z (number of parameters in each option), multiplied by architecture softmaxes alpha; the gradient with respect to each alpha is a constant, and so this has the effect of scaling the gradients of each operator.
- For the ""reuse - tuned"" case, isn’t the model effectively maintaining a new network for each task?

I also have a number of other comments:
- Reference to figure in page 6 should be figure 4, not 5.
- I think the readability of the paper would benefit from another few proofreads; there are a number of grammatical issues throughout, and several sentence fragments, eg. in the top para of page 2: “..., it has the potential to encourage information sharing. Since now the irrelevant part can be handled…”.

I would encourage the authors to strengthen the experimental comparison by incorporating stronger, external baselines, and improving some of the minor writing issues.

[1] Nguyen, Cuong V., et al. ""Variational Continual Learning."" ICLR, 2018.
[2] Schwarz, Jonathan, et al. ""Progress & Compress: A scalable framework for continual learning."" ICML, 2018.
[3] Shin, Hanul, et al. ""Continual learning with deep generative replay."" NIPS, 2017.
[4] Farquhar, Sebastian, and Yarin Gal. ""Towards Robust Evaluations of Continual Learning."" arXiv, 2018.","The sentiment score is slightly negative (-20) because while the reviewer acknowledges the paper's interesting idea and potential, they express significant concerns about the lack of consideration for recent work and comparisons to stronger baselines. The reviewer also points out several issues and questions about the methodology. The politeness score is moderately positive (60) as the reviewer uses respectful language throughout, acknowledges the paper's strengths, and frames criticisms constructively. They use phrases like 'I think,' 'I feel,' and 'I would encourage' to soften their critiques. The reviewer also provides specific suggestions for improvement and additional references, which is helpful and courteous.",-20.0,60.0
"This paper proposed a LBPNet for character recognition, which introduces the LBP feature extraction into deep learning. Personally I think that this idea is interesting for improving the efficiency of CNNs, as traditionally LBP has been demonstrated its good performance and efficiency in some vision tasks such as face recognition or pedestrian detection. However, I do have the following concerns about the paper:

1. Calculation/Implementation of Eq. 4: I do not quite understand how it derived, and how to use Eq. 3 in calculation. I suggest the authors to explain more details, as this is the key for implementation of LBP layers.

2. Effects of several factors on performance in the experiments are missing: (1) random projection map in Fig. 5, (2) $k$ in Eq. 2, and (3) the order of images for computing RHS of Eq. 3. In order to better demonstrate LBPNet, I suggest to add such experiments, plus training/testing behavior comparison of different networks. 

3. Does this network work with more much deeper?

4. Data: The datasets used in the experiments are all well-aligned. This makes me feel that the RHS of Eq. 3 does make sense, because it will capture the spatial difference among data, like temporal difference in videos. How will the network behave on the dataset that is not aligned well, like affnist dataset?

5. How will this network behave for the applications such as face recognition or pedestrian detection where traditionally LBP is applied?
","The sentiment score is slightly positive (20) because the reviewer finds the idea 'interesting' and acknowledges the potential for improving CNN efficiency. However, they express several concerns, which tempers the positivity. The politeness score is moderately high (60) as the reviewer uses respectful language throughout, phrases criticisms constructively (e.g. 'I suggest'), and acknowledges potential merits. They maintain a professional tone without harsh language. The review balances positive aspects with areas for improvement, using phrases like 'I do have the following concerns' rather than outright criticism.",20.0,60.0
"The main context for this paper is two recent publications: Giusti et al.’s ""A Machine Learning Approach to Visual Perception of Forest Trails for Mobile Robots” (2016) and Smolyanskiy et al.’s ""Toward Low-Flying Autonomous MAV Trail Navigation using Deep Neural Networks for Environmental Awareness” (2017). 

Giusti introduced a dataset of trail images (later called the “IDSIA dataset”) acquired by having a hiker wear three head-mounted cameras. The forward facing image is associated with a label “go straight”, whereas the two side images are associated with labels for “go left” and “go right”. Giusti then trained a convolutional neural network to predict these labels and used the network to guide a ""quadrotor micro aerial vehicle”. 

Smolyanskiy improves on Giusti’s work by (1) gathering additional trail image data using three cameras mounted to face forward but with lateral offsets and (2) using this additional data to train a 6 output neural network (“Trailnet”) which predicts both view orientation and lateral offset. In addition, they also combined predicted pose relative to the trail with predictions of localized objects and a depth map for potential obstacles. They compared several neural network architectures for predicting the view angle on the IDSIA data as well as the closed-loop performance of each network in avoiding collisions while operating within a UAV on a previously unseen trail. Though Trailnet did not achieve the highest accuracy (84% vs. the max 92% achieved by ResNet-18), it was the only network that achieved 100% collision avoidance on their UAV test course. 

This paper, ""A CASE STUDY ON OPTIMAL DEEP LEARNING MODEL FOR UAVS”, attempts to evaluate two potentially better convolutional neural networks for UAV trail guidance. They fine tune pertained Inception-Resnet and MobileNet models to predict the IDSIA dataset. These then both achieve better accuracy on the IDSIA test set and were analyzed for inference time and power consumption. These two models are then run through a single simulated path, where both seem to perform adequately across 2 turns in the path. 

This paper has a variety of essential flaws.

1. A large portion of the text is devoted to their hardware and UAV control but they were not able to actually run models on a physical UAV ""due to a hardware bug we were facing with the FCU”. 
2. The paper claims to ""introduce to the best of our knowledge, a very first comparative study of three algorithms in order to find a better motion control of a drone for detecting a trail”. This is a confusing claim since a comparison of neural network architectures is a central part of the evaluation in the Smolyanskiy paper. 
3. The higher accuracy on view orientation does not seem relevant since it was also achieved by Smolyanskiy et al. with networks that they then showed performed worse when combined with object detection, obstacle depth inference and combined controller.
4. The sentence ""An important goal of our method is to demonstrate the effectiveness of low cost systems for the complex task of flying an autonomous drone” appears to have been plagiarized from “Learning to Fly by Crashing” (2017) which contains ""A important goal of our method is to demonstrate the effectiveness of low cost systems for the complex task of flying in an indoor environment”. ","The sentiment score is -70 because the review is predominantly negative. The reviewer states that the paper has 'a variety of essential flaws' and proceeds to list four major issues, including inability to run models on a physical UAV, questionable claims of novelty, irrelevance of higher accuracy results, and potential plagiarism. These criticisms significantly outweigh any positive aspects mentioned. The politeness score is -20 because while the reviewer maintains a professional tone overall, the language becomes increasingly critical and direct, especially when pointing out flaws. The use of phrases like 'essential flaws' and the direct accusation of plagiarism contribute to a somewhat impolite tone. However, the review isn't overtly rude, maintaining some level of objectivity in its critique.",-70.0,-20.0
"=== Post-rebuttal update ===

The authors' rebuttal provided many of the details I was seeking. I asked a few additional questions which were also recently addressed, and I encourage the authors to include these clarifications into the final draft of the paper.

Hence, I've increased my score for this paper.

=== Pre-rebuttal review ===
This paper presents a meta-learning approach to zero-shot learning. The idea is to train a correction module which is trained to produce a correction to the output of a previously trained task module. The hypothesis is that the correction should depend on the nature of the training data of the task module, and so the correction module receives as input a representation of the training data of the task module. An episodic approach is then used for training the correction module, whereby many different task modules are trained on various subsets of the total training data, the rest being used as unseen data for the correction module.

The proposed idea is original and the results are strong. Generally, I'd be inclined to see this paper published.

However right now, the paper lacks A LOT of details on how the experiments were run. I would like to see these answered in the rebuttal, before I consider raising my rating for this paper:
- What are the architectures used for M_T and M_C?
- What distance functions was used for training?
- What optimizer was used for training?
- How was convergence established in the inner and outer while loops of algorithm 1?
- Text mentions that before evaluation, M_T is trained on all data in D_S. How is this done exactly (e.g. how is convergence assessed)?
- How is the T_S computed exactly?
- How expensive is it to run Algorithm 1 (i.e. to train the correction module)? Since a new task module M_T needs to be trained for each subset S^s, it seems like it might be expensive to run... if not, why?

I would also strongly suggest the authors release their code if this paper ends up being published.

In summary:

Pros
- Claims SOTA results on two good benchmarks for zero-shot learning
- Approach is original

Cons
- Paper lacks a lot of methodological and experimental details

Some minor details:

- ""We found the task module performance improves slightly when the output of the task module is feed into a classifier with a single hidden layer that is also trained to classify samples from the task model’s training dataset."" => I don't understand what this means. Isn't the output of the task module already trained to classify samples from its training dataset? So why is this additional single hidden layer needed?
- Typos:
  - on few shot learn => on few shot learning
  - but needs not => but need not
  - image image classification => image classification
  - the the compatibility => the compatibility
  - psuedo => pseudo
  - ""The task module is trained to minimize"" => that reads like an unfinished sentence
  - \hat{\mu}_U \hat{\mu}_U => \hat{\mu}_U 
  - inputted => input
  - FOr => For
  - it's inputs => its inputs
  - otherhand => other hand","Sentiment score (20): The review starts with a positive tone, acknowledging the originality of the idea and strong results. The reviewer is 'inclined to see this paper published'. However, they express concerns about lacking details, which tempers the overall positivity. The post-rebuttal update indicates an increase in score, suggesting an improvement in sentiment. This mix of positive and negative elements, with a slight lean towards positive, justifies a mildly positive score of 20.

Politeness score (60): The reviewer maintains a professional and respectful tone throughout. They use polite phrases like 'I'd be inclined to see this paper published' and 'I would like to see these answered'. The critique is presented constructively, with clear explanations of what needs improvement. The reviewer also acknowledges the authors' efforts in the rebuttal. However, the directness of some statements (e.g., 'the paper lacks A LOT of details') prevents a higher politeness score. Overall, the review is more polite than neutral, hence a score of 60.",20.0,60.0
