review,reasoning,sentiment_score,politeness_score
"The paper is about channel sparsity in Convolution layer. The paper is well written and it elaborately discussed and investigated different approaches for applying sparsity. The paper contains detailed literature review. In result section, it showed the approach gives good results using 60% sparsity with reducing number of parameters, which can be useful in some embedded application with limited resource i.e. mobile devices. The main point is that the paper needs more detailed investigation on different dropout schedule. As mentioned implementation details section, they deactivate the connections by applying masks to parameter tensors, which is not helpful in speeding up the training and computation in convolution layer. They can optimize implementation to reduce computation time.","The review starts with positive statements, highlighting the paper's clarity, discussion, and literature review. It acknowledges the good results and potential applications. However, it also points out the need for further investigation and optimization, suggesting improvements rather than outright criticism. The language remains constructive and professional throughout.",60,70
"The paper proposes an approach to learning models that are good for planning problems, using deep netowork architectures. The key idea is to ensure that models are self-consistent and accurately predict the future. The problem of learning good planning models (as opposed to simply good predictive models is really crucial and attempts so far have failed. This paper is conceptually interesting and provides a valuable perspective on how to achieve this goal. Its incorporation of key RL concepts (like discounting and eligibility traces) and the flexibility to learn these is very appealing. Hence, I think it should be accepted. This being said, I think the paper does not quite live up to its claims. Here are some aspects that need to be addressed (in order of importance): 1. Relationship to past work: the proposed representation seems essentially a non-linear implementation of the Horde architecture. It is also very similar in spirit to predictive state representations. Yet these connections are almost not discussed at all. The related work paragraph is very brief and needs expansion to situate the work in the context of other predictive modelling attempts that both were designed to be used for planning and (in the case of PSRs) were in fact successsfully used in planning tasks. Some newer work on learning action-conditional models in Atari games are also not discussed. Situating the paper better in the context of existing model learning would also help understand easier both the motivations and the novel contributions of the work (otherwise, the reader is left to try and elucidate this for themselves, and may come to the wrong conclusion). 2. The paper needs to provide some insight about the necessity of the recurrent core of the architecture. The ideas are presented nicely in general fashion, yet the proposed impolementation is quite specific and *bulky* (very high number of parameters). Is this really necessary in all tasks? Can one implement the basic ideas outside of the particular architecture proposed? Can we use feedforward approximations or is the recurrent part somehow necessary? At the very least the paper should expand the discussion on this topic, if not provide some empirical evidence. 3. The experiments are very restricted in their setup: iid data drawn from fixed distributions, correct targets. So, the proposed approach seems like an overkill for these particular tasks. There is an indirect attempt to provide evidence the learned models would be useful for planning, but no direct measurement to support this*d claim (no use of the models in planning). Compared to the original Horde paper, fewer predictions are learned, and these are more similar to each other. While I sympathize with the desire to go in steps, I think the paper stops short of where it should. At the very least, doing prediction in the context of an actual RL prediction task, with non-iid inputs, should be included in the paper. This should only require minor modifications to the experiments (same task, just different data). Ideally, in the case of the mazes, the learned models should be used in some form of simplified planning to learn paths. This would align the experiments much better with the claims in the presentation of the architecture.","The reviewer explicitly recommends acceptance, a clearly positive sentiment. However, they also state that the paper ""does not quite live up to its claims"" and list several significant concerns. Therefore, the sentiment is positive but with notable reservations, placing it in the positive spectrum but closer to neutral due to the caveats. The language used is professional and typical of academic peer review. While the reviewer points out weaknesses, the tone remains constructive and polite throughout, suggesting specific actions for improvement rather than resorting to harsh criticism.",60,80
"Summary: This paper looks at the structure of the preimage of a particular activity at a hidden layer of a network. It proves that any particular activity has a preimage of a piecewise linear set of subspaces. Pros: Formalizing the geometry of the preimages of a particular activity vector would increase our understanding of networks Cons: Analysis seems quite preliminary, and no novel theoretical results or clear practical conclusions. The main theoretical conclusion seems to be the preimage being this stitch of lower dimensional subspaces? Would a direct inductive approach have worked? (e.g. working backwards from the penultimate layer say?) This is definitely an interesting direction, and it would be great to see more results on it (e.g. how does the depth/width, etc affect the division of space, or what happens during training) but it doesn*t seem ready yet.","The review acknowledges the paper's potential and interesting direction but ultimately finds it preliminary and lacking in strong results. While it doesn't express outright negativity, the criticisms outweigh the praise, leading to a slightly below neutral sentiment. The language remains professional and avoids harsh or disrespectful phrasing, indicating politeness.",-20,70
"This paper extend the Spin Glass analysis of Choromanska et al. (2015a) to Res Nets which yield the novel dynamic ensemble results for Res Nets and the connection to Batch Normalization and the analysis of their loss surface of Res Nets. The paper is well-written with many insightful explanation of results. Although the technical contributions extend the Spin Glass model analysis of the ones by Choromanska et al. (2015a), the updated version could eliminate one of the unrealistic assumptions and the analysis further provides novel dynamic ensemble results and the connection to Batch Normalization that gives more insightful results about the structure of Res Nets. It is essential to show this dynamic behaviour in a regime without batch normalization to untangle the normalization effect on ensemble feature. Hence authors claim that steady increase in the L_2 norm of the weights will maintain the this feature but setting for Figure 1 is restrictive to empirically support the claim. At least results on CIFAR 10 without batch normalization for showing effect of L_2 norm increase and results that support claims about Theorem 4 would strengthen the paper. This work provides an initial rigorous framework to analyze better the inherent structure of the current state of art Res Net architectures and its variants which can stimulate potentially more significant results towards careful understanding of current state of art models (Rather than always to attempting to improve the performance of Res Nets by applying intuitive incremental heuristics, it is important to progress on some solid understanding too).","The review starts with positive statements, highlighting the paper's insights and contributions. While it points out limitations and suggests improvements, it frames them as constructive feedback for enhancing the work's impact. The language is formal, respectful, and encouraging of further research.",70,80
"Pros: * The general idea behind the paper seems pretty novel and potentially quite cool. * The specific technical implementation seems pretty reasonable and well-thought through. * The general types of the tasks that they try out their approach on spans a wide and interesting spectrum of cognition abilities. * The writing is pretty clear. I basically felt like I could replicate much of what they did from their paper descriptions. Cons: * The evaluation of the success of these ideas, as compared to other possible approaches, or as compared to human performance on similar tasks, is extremely cursory. * The specific tasks that they try are quite simple. I really don*t know whether their approach is better than a bunch of simpler things on these tasks. Taking these two cons together, it feels like the authors basically get the implementation done and working somewhat, and then just wrote up the paper. (I know how it feels to be under a deadline without a complete set of results.) If the authors had used their approach to solve an obviously hard problem that previously was completely unsolved, even the type of cursory evaluation level chosen here would have been fine. Or if they had done a very thorough evaluation of a bunch of standard models on each task (and humans too, ideally), and compared their model to those results, that would have been great. But given the complexity of their methods and the fact that the tasks are either not well-known benchmarks or very challenging as such, it*s really hard to tell how much of an advance is made here. But it does seem like a potentially fruitful research direction.","The reviewer acknowledges the novelty and potential of the approach, describing it as ""pretty cool"" and ""well-thought through."" They also praise the clear writing. However, they express significant concerns about the evaluation, calling it ""extremely cursory"" and noting the simplicity of the tasks. The reviewer suggests that solving a known hard problem or providing a thorough comparison with existing models would have strengthened the paper. Despite the criticism, the reviewer sees the work as ""potentially fruitful,"" indicating an overall positive outlook.",50,70
"The paper proposes to provide a theoretical explanation for why deep convolutional neural networks are invertible (at-least, when going back from certain intermediate layers to the image itself). It does so by considering the invertibility of a single layer, assuming the convolutional filters essentially correspond to incoherent measurements satisfying RIP. In my opinion, while this is an interesting direction of research, the paper is not ready for publication. I feel the treatment does not go sufficiently towards explaining the phenomenon in deep neural networks. Even after reading the response from the authors, I feel the results are only a minor variation of the standard results from compressive sensing for sparse reconstruction with incoherent measurements. A deep neural network is fundamentally different from a single layer---it is the *deep* part that makes the forward task work. As the authors note, there is significant deterioration when IHT is applied recursively----therefore, at best the theory explains the partial invertibility of a single layer. That a single layer is approximately invertible isn*t surprising, that a cascade of layers *is*. For any theoretical analysis of this phenomenon to be useful, I believe it must go beyond analyzing a single compressive measurement-type layer, and try to explain how much of the same theory holds for a cascade. I say this because it*s entirely possible that the sparse recovery theory breaks down beyond a single layer, and invertibility ends up being a property caused by correlations between the weights of different layers. In other words, there is no way to tell from the current results for individual layers whether they are in fact a step towards explaining the invertibility of whole networks.","The reviewer expresses that the paper is ""interesting"" but ""not ready for publication."" They find the approach too simplistic and believe it doesn't adequately address the complexity of deep neural networks. The reviewer's main criticism is that the paper focuses on single-layer invertibility, while the true mystery lies in the invertibility of the entire network.  The language, while critical, is framed in a constructive and analytical manner, suggesting improvements rather than simply dismissing the work.",-20,60
"This paper proposes to learn groups of orthogonal features in a convnet by penalizing correlation among features in each group. The technique is applied in the setting of image classification with “privileged information” in the form of foreground segmentation masks, where the model is trained to learn orthogonal groups of foreground and background features using the correlation penalty and an additional “background suppression” term. Pros: Proposes a “group-wise model diversity” loss term which is novel, to my knowledge. The use of foreground segmentation masks to improve image classification is also novel. The method is evaluated on two standard and relatively large-scale vision datasets: ImageNet and PASCAL VOC 2012. Cons: The evaluation is lacking. There should be a baseline that leaves out the background suppression term, so readers know how much that term is contributing to the performance vs. the group orthogonal term. The use of the background suppression term is also confusing to me -- it seems redundant, as the group orthogonality term should already serve to suppress the use of background features by the foreground feature extractor. It would be nice to see the results with “Incomplete Privileged Information” on the full ImageNet dataset (rather than just 10% of it) with the privileged information included for the 10% of images where it’s available. This would verify that the method and use of segmentation masks remains useful even in the regime of more labeled classification data. The presentation overall is a bit confusing and difficult to follow, for me. For example, Section 4.2 is titled “A Unified Architecture: GoCNN”, yet it is not an overview of the method as a whole, but a list of specific implementation details (even the very first sentence). Minor: calling eq 3 a “regression loss” and writing “||0 - x||” rather than just “||x||” is not necessary and makes understanding more difficult -- I’ve never seen a norm regularization term written this way or described as a “regression to 0”. Minor: in fig. 1 I think the FG and BG suppression labels are swapped: e.g., the “suppress foreground” mask has 1s in the FG and 0s in the BG (which would suppress the BG, not the FG). An additional question: why are the results in Table 4 with 100% privileged information different from those in Table 1-2? Are these not the same setting? The ideas presented in this paper are novel and show some promise, but are currently not sufficiently ablated for readers to understand what aspects of the method are important. Besides additional experiments, the paper could also use some reorganization and revision for clarity. =============== Edit (1/29/17): after considering the latest revisions -- particularly the full ImageNet evaluation results reported in Table 5 demonstrating that the background segmentation *privileged information* is beneficial even with the full labeled ImageNet dataset -- I*ve upgraded my rating from 4 to 6. (I*ll reiterate a very minor point about Figure 1 though: I still think the *0* and *1* labels in the top part of the figures should be swapped to match the other labels. e.g., the topmost path in figure 1a, with the text *suppress foreground*, currently has 0 in the background and 1 in the foreground, when one would want the reverse of this to suppress the foreground.)","The reviewer acknowledges the novelty and potential of the paper's ideas but points out significant concerns regarding the evaluation, clarity, and potential redundancy in the methodology. While the reviewer initially leans towards a more critical stance, the updated results and inclusion of full ImageNet evaluation lead to a more positive final impression. The language remains consistently professional and constructive throughout.",40,80
"The paper proposes a method for future frame prediction based on transformation of previous frame rather than direct pixel prediction. Many previous works have proposed similar methods. The authors in their responses state that previous work is deterministic, yet the proposed model also does not handle multimodality. Further, i asked if they could test their method using 2 RGB frames as input and predicting the transformation as output, to be able to quantify the importance of using transformations both as input and output, since this is the first work that uses transformations as input also. The authors dismissed the suggestion by saying *if we were to use RGB frames as input and ask the model to output future frames it would produce very blurry results*, that is, misunderstanding what the suggestion was. So, currently, it does not seem to be a valid novel contribution in this work compared to previous works.","The review is highly critical of the paper, pointing out a lack of novelty and misinterpretations of suggestions. The reviewer finds the authors' response to their suggestion dismissive, further lowering the sentiment. While the language avoids direct insults, the criticism is sharp and expresses clear disappointment.",-75,-20
"This paper trains a generative model of image patches, where dictionary elements undergo gated linear transformations before being combined. The transformations are motivated in terms of Lie group operators, though in practice they are a set of fixed linear transformations. This is motivated strongly in terms of learning a hierarchy of transformations, though only one layer is used in the experiments (except for a toy case in the appendix). I like the motivation for this algorithm. The realization seems very similar to a group or block sparse coding implementation. I was disappointed by the restriction to linear transformations. The experiments were all toy cases, demonstrating that the algorithm can learn groups of Gabor- or center surround-like features. They would have been somewhat underpowered five years ago, and seemed extremely small by today*s standards. Specific comments: Based on common practices in ML literature, I have a strong bias to think of as inputs and as network weights. Latent variables are often or . Depending on your target audience, I would suggest permuting your choice of symbols so the reader can more quickly interpret your model. nit: number all equations for easier reference sec 2.2 -- It*s weird that the transformation is fixed, but is still written as a function of x. sec 2.3 -- The updated text here confuses me actually. I had thought that you were using a fixed set of linear transformations, and were motivating in terms of Lie groups, but were not actually taking matrix exponentials in your algorithm. The equations in the second half of this section suggest you are working with matrix exponentials though. I*m not sure which direction I*m confused in, but probably good to clarify the text either way. BTW -- there*s another possible solution to the local minima difficulty, which is the one used in Sohl-Dickstein, 2010. There, they introduce blurring operators matched to each transformation operator, and gradient descent can escape local minima by detouring through coarser (more blurred) scales. sec 3.2 -- I believe by degrees of freedom you mean the number of model parameters, not the number of latent coefficients that must be inferred? Should make this more clear. Is it more appropriate to compare reconstruction error while matching number of model parameters, or number of latent variables? I wonder if a convolutional version of this algorithm would be practical / would make it more suited as a generative model of whole images. ==== post rebuttal update Thank you for taking the time to write the rebuttal! I have read it, but it did not significantly effect my rating.","The reviewer expresses interest in the paper's motivation (""I like the motivation for this algorithm"") but finds the experiments lacking and too simplistic for current standards. They also raise several questions and point out areas of confusion. Overall, the tone is critical but professional and not rude. Therefore, the sentiment leans slightly negative due to the concerns raised, but not overwhelmingly so.",-20,50
"The method overall seems to be a very interesting structural approach to variational autoencoders, however it seems to lack motivation as well as the application areas sufficient to prove its effectiveness. I see the attractiveness of using structural information in this context and I find it more intuitive than using a flat sequence representation, especially when there is a clear structure in the data. However experimental results seem to fail to be convincing in that regard. One issue is the lack of a variety of applications in general, the experiments seem to be very limited in that regard, considering that the paper itself speaks about natural language applications. It would be interesting to use the latent representations learned with the model for some other end task and see how much it impacts the success of that end task compared to various baselines. In my opinion, the paper has a potentially strong idea however in needs stronger results (and possibly in a wider variety of applications) as a proof of concept.","The reviewer finds the core idea interesting and potentially strong, but is not fully convinced due to limited application and results. They find the approach intuitive and see its value, making the sentiment more positive. The language avoids harsh criticism and maintains a respectful tone, suggesting politeness. However, the lack of stronger results pulls the sentiment down from fully positive.",50,70
"This paper proposes a method that attempts to *understand* what is happening within a neural network by using linear classifier probes which are inserted at various levels of the network. I think the idea is nice overall because it allows network designers to better understand the representational power of each layer in the network, but at the same time, this works feels a bit rushed. In particular, the fact that the authors did not provide any results in *real* networks, which are used to win competitions makes the results less strong, since researchers who want to created competitive network architectures don*t have enough evidence from this work to decides whether they should use it or not. Ideally, I would encourage the authors to consider continuing this line of research and show how to use the information given by these linear classifiers to construct better network architectures. Unfortunately, as is, I don*t think we have enough novelty to justify accepting this work in the conference.","The reviewer finds the idea ""nice"" and interesting, but ultimately sees the work as ""rushed"" and lacking ""enough novelty"" due to the absence of results in real-world applications. The reviewer suggests further research to strengthen the work. This indicates a lukewarm response leaning towards the negative due to the lack of strong results.",-20,70
"This paper makes three main methodological contributions: - definition of Neural Feature (NF) as the pixel average of the top N images that highly activation a neuron - ranking of neurons based on color selectivity - ranking of neurons based on class selectivity The main weaknesses of the paper are that none of the methodological contributions are very significant, and no singularly significant result arises from the application of the methods. However, the main strengths of the paper are its assortment of moderately-sized interesting conclusions about the basic behavior of neural nets. For example, a few are: - “Indexing on class selectivity neurons we found highly class selective neurons like digital-clock at conv2, cardoon at conv3 and ladybug at conv5, much before the fully connected layers.” As far as I know, this had not been previously reported. - Color selective neurons are found even in higher layers. (25% color selectivity in conv5) - “our main color axis emerge (black-white, blue-yellow, orange-cyan and cyan- magenta). Curiously, these two observations correlate with evidences in the human visual system (Shapley & Hawken (2011)).” Great observation! Overall, I’d recommend the paper be accepted, because although it’s difficult to predict at this time, there’s a fair chance that one of the “smaller conclusions” would turn out to be important in hindsight a few years hence. Other small comments: - The cite for “Learning to generate chairs…” is wrong (first two authors combined resulting in a confusing cite) - What exactly is the Color Selectivity Index computing? The Opponent Color Space isn’t well defined and it wasn’t previously familiar to me. Intuitively it seems to be selecting for units that respond to a constant color, but the highest color selectivity NF in Fig 5 i for a unit with two colors, not one. Finally, the very last unit (lowest color selectivity) is almost the same edge pattern, but with white -> black instead of blue -> orange. Why are these considered to be so drastically different? This should probably be more clearly described. - For the sake of argument, imagine a mushroom sensitive neuron in conv5 that fires highly for mushrooms of *any* color but not for anything else. If the dataset contains only red-capped mushrooms, would the color selectivity index for this neuron be high or low? If it is high, it’s somewhat misleading because the unit itself actually isn’t color selective; the dataset just happens only to have red mushrooms in it. (It’s a subtle point but worth considering and probably discussing in the paper)","The reviewer acknowledges weaknesses in the paper, stating the contributions are not ""very significant"" and results not ""singularly significant."" However, they find the conclusions interesting, highlighting several examples and calling some ""great observations."" They ultimately recommend acceptance based on the potential future importance of the findings. The language is balanced and professional throughout.",60,80
"The authors explore whether the halting time distributions for various algorithms in various settings exhibit *universality*, i.e. after rescaling to zero mean and unit variance, the distribution does not depend on stopping parameter, dimensionality and ensemble. The idea of the described universality is very interesting. However I see several shortcomings in the paper: In order to be of practical relevance, the actual stopping time might be more relevant than the scaled one. The discussion of exponential tailed halting time distributions is a good start, but I am not sure how often this might be actually helpful. Still, the findings in the paper might be interesting from a theoretical point of view. Especially for ICLR, I think it would have been more interesting to look into comparisons between stochastic gradient descent, momentum, ADAM etc on different deep learning architectures. Over which of those parameters does universality hold?. How can different initializations influence the halting time distribution? I would expect a sensible initialization to cut of part of the right tail of the distribution. Additionally, I found the paper quite hard to read. Here are some clarity issues: - abstract: *even when the input is changed drastically*: From the abstract I*m not sure what *input* refers to, here - I. Introduction: *where the stopping condition is, essentially, the time to find the minimum*: this doesn*t seem to make sense, a condition is not a time. I guess the authors wanted to say that the stopping condition is that the minimum has been reached? - I.1 the notions of dimension N, epsilon and ensemble E are introduced without any clarification what they are. From the later parts of the paper I got some ideas and examples, but here it is very hard to understand what these parameters should be (just some examples would be already helpful) - I.3 *We use x^ell for ell in Z={1, dots, S} where Z is a random sample from of training samples* This formulation doesn*t make sense. Either Z is a random sample, or Z={1, ..., S}. - II.1 it took me a long time to find the meaning of M. As this parameter seems to be crucial for universality in this case, it would be very helpful to point out more explicitly what it refers to.","The reviewer acknowledges the interesting idea but raises several concerns about the paper's practical relevance and clarity. They find the paper more theoretical and suggest alternative directions relevant to ICLR's focus. The reviewer also lists specific clarity issues, indicating a struggle to understand key concepts and terminology. The tone is critical but professional, suggesting improvements without resorting to personal attacks.",20,60
"In this paper, the authors propose to pretrain the encoder/decoder of seq2seq models on a large amount of unlabeled data using a LM objective. They obtain improvements using this technique on machine translation and abstractive summarization. While the effectiveness of pretraining seq2seq models has been known among researchers and explored in a few papers (e.g. Zoph et al. 2016, Dai and Le 2015), I believe this is the first paper to pretrain using a LM for both the encoder/decoder. The technique is simple, but the gains are large (e.g. +2.7 BLEU on NMT). In addition, the authors perform extensive ablation studies to analyze where the performance is coming from. Hence, I think this paper should be accepted.","The reviewer explicitly recommends acceptance, uses positive language like ""simple, but the gains are large"", and praises the thoroughness of the ablation studies. There is no negative phrasing used towards the paper. Thus, the sentiment is highly positive and the language very polite.",90,100
"This paper conducts a comprehensive series of experiments on vocabulary selection strategies to reduce the computational cost of neural machine translation. A range of techniques are investigated, ranging from very simple methods such as word co-occurences, to the relatively complex use of SVMs. The experiments are solid, comprehensive and very useful in practical terms. It is good to see that the best vocabulary selection method is very effective at achieving a very high proportion of the coverage of the full-vocabulary model (fig 3). However, I feel that the experiments in section 4.3 (vocabulary selection during training) was rather limited in their scope - I would have liked to see more experiments here. A major criticism I have with this paper is that there is little novelty here. The techniques are mostly standard methods and rather simple, and in particular, there it seems that there is not much additional material beyond the work of Mi et al (2016). So although the work is solid, the lack of originality lets it down. Minor comments: in 2.1, the word co-occurence measure - was any smoothing used to make this measure more robust to low counts?","The reviewer starts with positive remarks, highlighting the comprehensiveness, solidity, and practical usefulness of the experiments. They also praise the effectiveness of the proposed method. However, they express concerns about limited novelty and point out the lack of originality as a major drawback. The language remains constructive and professional throughout. Therefore, the sentiment leans towards the positive side, but the lack of novelty slightly lowers the score. The politeness remains high due to the constructive and professional tone.",60,80
"The paper shows how group convolutions (for two dimensional commutative groups) can be performed by standard CNNs if the input is warped using a fixed warp. The idea is practical and seems to work well. The paper is well written. I agree with reviewer 1 that the ‘theorems’ do not deserve to be labelled as such. Theorem 1 is equivalent to the second equation from this section of the wikipedia page on convolution: https://en.wikipedia.org/wiki/Convolution#Convolutions_on_groups. The existence of Haar measure (from which commutation of Lg and convolution follows immediately) is a well known and elementary theorem in harmonic analysis, which would be treated in the first few pages of any textbook on the subject. It also immediately clear that any commutative group has an additive parameterization (theorem 2). The fact that the paper does not present new deep mathematical results is not a significant weakness in my opinion, but the derivations should not be camouflaged as such. The claim that previous methods that use group convolutions are slow and that the presented approach has better computational complexity is not supported by empirical evidence, and the theoretical analysis is still a bit misleading. For example, the authors write “Unfortunately these approaches do not possess the same memory and speed benefits that CNNs enjoy. The reason is that, ultimately, they have to enumerate all possible transformations”. The presented method also has to enumerate all transformations (in a limited range, on a discretized grid), and this is feasible only because the group is only 2 dimensional (and indeed this is also true for standard CNNs which enumerate translations). As noted in my pre-review question, I believe the computational complexity analysis is not entirely correct, and assume the authors will correct this. Equation 4 is presented as a new invention, but this has been used in previous works and is well known in mathematics, so a citation should be added. The main advantage of the presented method over several earlier methods is that it is very simple to implement, and can re-use highly optimized convolution routines. As I understand it, Dieleman et al. and Cohen & Welling also use standard convolutions (after a fixed filter / feature map warp), but these papers only consider discrete groups. So it seems like this paper occupies a unique place in the space of equivariant convolutional networks: non-commutative (-), low-dimensional (-), continuous (+) groups, simple (+) and efficient (+) algorithm. Given the proximity though, a more thorough and balanced appraisal of the merits and demerits, as well as the novelty, relative to each of the previous works would be useful. Provided that these issues are cleared up, I would recommend the paper for publication.","The review is overall positive, recommending the paper for publication. However, it does raise several criticisms, mainly around the novelty of the theoretical contributions and the computational analysis. The reviewer finds the claims of novelty to be overstated and points out flaws in the computational complexity analysis. Despite the criticisms, the reviewer acknowledges the practical value, simplicity, and efficiency of the proposed method. The language used is direct and critical in places but maintains a professional and respectful tone.",60,50
"There have been numerous works on learning from raw waveforms and training letter-based CTC networks for speech recognition, however, there are very few works on combining both of them with purely ConvNet as it is done in this paper. It is interesting to see results on a large scale corpus such as Librispeech that is used in this paper, though some baseline results from hybrid NN/HMM systems should be provided. To readers, it is unclear how this system is close to state-of-the-art only from Table 2. The key contribution of this paper may be the end-to-end sequence training criterion for their CTC variant (where the blank symbol is dropped), which may be viewed as sequence training of CTC as H. Sak, et al. *Learning acoustic frame labeling for speech recognition with recurrent neural networks*, 2015. However, instead of generating the denominator lattices using a frame-level trained CTC model first, this paper directly compute the sequence-level loss by considering all the competing hypothesis in the normalizer. Therefore, the model is trained end-to-end. From this perspective, it is closely related to D. Povey*s LF-MMI for sequence-training of HMMs. As another reviewer has pointed out, references and discussions on that should be provided. This approach should be more expensive than frame-level training of CTCs, however, from Table 1, the authors* implementation is much faster. Did the systems there use the same sampling rate? You said at the end of 2.2 that the step size for your model is 20ms. Is it also the same for Baidu*s CTC system. Also, have you tried increasing the step size, e.g. to 30ms or 40ms, as people have found that it may work (equally) better, while significantly cut down the computational cost.","The review starts with acknowledging the novelty of the paper's approach in a relatively unexplored area. While it points out the need for baseline comparisons and clearer demonstration of state-of-the-art claims, the overall tone is constructive, suggesting improvements and further investigation rather than outright rejection. The reviewer poses specific questions and requests for clarification, indicating a desire to understand and potentially support the paper's contributions. The language remains professional and focused on the scientific content, without resorting to personal attacks or dismissive language.",50,75
"The paper conducts a detailed evaluation of different CNN architectures applied to image retrieval. The authors focus on testing various architectural choices, but do not propose or compare to end-to-end learning frameworks. Technically, the contribution is clear, particularly with the promised clarifications on how multiple scales are handled in the representation. However, I am still not entirely clear whether there would be a difference in the multi-scale settting for full and cropped queries. While the paper focuses on comparing different baseline architectures for CNN-based image retrieval, several recent papers have proposed to learn end-to-end representations specific for this task, with very good result (see for instance the recent work by Gordo et al. *End-to-end Learning of Deep Visual Representations for Image Retrieval*). The authors clarify that their work is orthogonal to papers such as Gordo et al. as they assess instead the performance of networks pre-trained from image classification. In fact, they also indicate that image retrieval is more difficult than image classification -- this is because it is performed by using features originally trained for classification. I can partially accept this argument. However, given the results in recent papers, it is clear than end-to-end training is far superior in practice and it is not clear the analysis developed by the authors in this work would transfer or be useful for that case as well.","The review starts with a relatively neutral tone, acknowledging the technical clarity and contribution of the paper. However, it then introduces concerns about the paper's relevance and potential impact, given the existence of more recent end-to-end learning approaches that outperform the methods evaluated in the paper. The reviewer acknowledges the authors' clarification about the orthogonal nature of their work but remains unconvinced about its usefulness in light of the superior performance of end-to-end learning. Therefore, the sentiment leans towards the negative side. The language used is polite and professional throughout, employing constructive criticism and avoiding harsh or disrespectful language.",-20,80
"Summary: In this paper, the authors introduce NoiseOut, a way to reduce parameters by pruning neurons from a network. They do this by identifying pairs of neurons produce the most correlated outputs, and replacing the pair by one neuron, and then appropriately adjusting weights. This technique relies on neurons having high correlations however, so they introduce an additional output neuron -- a noise output, which results in the network trying to predict the mean of the noise distribution. As this is a constant, it increases correlation between neurons. Experiments test this out on MNIST and SVHN Comments: This is an interesting suggestion on how to prune neurons, but more experiments (on larger datasets) are probably need to be convincing that this is an approach that is guaranteed to work well. Equation (5) seems to be very straightforwards? It seems like that for larger datasets, more noise outputs might have to be added to ensure higher correlations? Is there a downside to this in terms of the overall accuracy? The paper is presented clearly, and was definitely interesting to read, so I encourage the authors to continue this line of work.","The reviewer finds the paper interesting and encourages the authors to continue their work. They provide constructive criticism and suggestions for improvement, but also highlight the strengths like clear presentation. This suggests an overall positive sentiment, but not overly enthusiastic. The language is polite and professional throughout, with no signs of harsh criticism or disrespect.",60,80
"In this paper, the authors explicitly design geometrical structure into a CNN by combining it with a Scattering network. This aids stability and limited-data performance. The paper is well written, the contribution of combining Scattering and CNNs is novel and the results seem promising. I feel that such work was a missing piece in the Scattering literature to make it useful for practical applications. I wish the authors would have investigated the effect of the stable bottom layers with respect to adversarial examples. This can be done in a relatively straightforward way with software like cleverhans [1] or deep fool [2]. It would be very interesting if the first layer*s stability in the hybrid architectures increases robustness significantly, as this would tell us that these fooling images are related to low-level geometry. Finding that this is not the case, would be very interesting as well. Further, the proposed architecture is not evaluated on real limited data problems. This would further strengthen the improved generalization claim. However, I admit that the Cifar-100 / Cifar-10 difference already seems like a promising indicator in this regard. If one of the two points above will be addressed in an additional experiment, I would be happy to raise my score from 6 to 7. Summary: + An interesting approach is presented that might be useful for real-world limited data scenarios. + Limited data results look promising. - Adversarial examples are not investigated in the experimental section. - No realistic small-data problem is addressed. Minor: - The authors should add a SOTA ResNet to Table 3, as NiN is indeed out of fashion these days. - Some typos: tacke, developping, learni. [1] https://arxiv.org/abs/1610.00768v3 [2] https://arxiv.org/abs/1511.04599","The reviewer provides constructive criticism and suggestions for improvement, indicating a positive view of the paper's core ideas. They find the paper well-written, the contribution novel, and the results promising. While they suggest additional experiments, their overall tone is encouraging and supportive. The reviewer even offers to increase their score if the authors address their suggestions, indicating a willingness to champion the paper. The language is professional and respectful throughout.",75,85
