review,reasoning,sentiment_score,politeness_score
"The authors proposed a dynamic neural Turing machine (D-NTM) model that overcomes the rigid location-based memory access used in the original NTM model. The paper has two main contributions: 1) introducing a learnable addressing to NTM. 2) curriculum learning using hybrid discrete and continuous attention. The proposed model was empirically evaluated on Facebook bAbI task and has shown improvement over the original NTM. Pros: + Comprehensive comparisons of feed-forward controllers v.s. recurrent controllers + Encouraging results on the curriculum learning on hybrid discrete and continuous attentions Cons: - Very weak NTM baseline (due to some hyper-parameter engineering?) in Table 1, 31% err. comparing to the NTM 20% err. reported in Table 1 in(Graves et al, 2016, Hybrid computing using a neural network with dynamic external memory). In fact, the NTM baseline in (Graves et al 2016) is better than the proposed D-NTM with GRU controller. Maybe it is worthwhile to reproduce their results using the hyper-parameter setting in their Table2 which could potentially lead to better D-NTM performance? - Section 3 of the paper is hard to follow. The overall clarity of the paper needs improvement.","The reviewer acknowledges the contributions of the paper and highlights its strengths (e.g., comprehensive comparisons, encouraging results). However, they also point out significant weaknesses, particularly questioning the weak baseline comparison and criticizing the clarity of Section 3.  The tone is critical but professional and aims to improve the paper. Therefore, the sentiment leans slightly towards the negative side due to the substantial concerns raised.",-20,60
"The paper addresses the problem of learning compact binary data representations. I have a hard time understanding the setting and the writing of the paper is not making it any easier. For example I can*t find a simple explanation of the problem and I am not familiar with these line of research. I read all the responses provided by authors to reviewer*s questions and re-read the paper again and I still do not fully understand the setting and thus can*t really evaluate the contributions of these work. The related work section does not exist and instead the analysis of the literature is somehow scattered across the paper. There are no derivations provided. Statements often miss references, e.g. the ones in the fourth paragraph of Section 3. This makes me conclude that the paper still requires significant work before it can be published.","The reviewer expresses strong negative sentiment by stating they ""have a hard time understanding"" the paper and find it difficult to evaluate due to lack of clarity and missing information. They list several significant issues like unclear problem explanation, missing related work section, lack of derivations, and unsupported statements. The language, while critical, maintains a professional and neutral tone, avoiding personal attacks or disrespectful phrasing. Therefore, the politeness score leans towards neutral-positive.",-75,25
"Paper summary: this work presents ENet, a new convnet architecture for semantic labeling which obtains comparable performance to the previously existing SegNet while being ~10x faster and using ~10x less memory. Review summary: Albeit the results seem interesting, the paper lacks detailed experimental results, and is of limited interest for the ICLR audience. Pros: * 10x faster * 10x smaller * Design rationale described in detail Cons: * The quality of the reference baseline is low. For instance, cityscapes results are 58.3 IoU while state of the art is ~80 IoU. Thus the results are of limited interest. * The results that support the design rationale are not provided. It is important to provide the experimental evidence to support each claim. Quality: the work is interesting but feels incomplete. If your model is 10x faster and smaller, why not try build a model 10x longer to obtain improved results ? The paper focuses only on nimbleness at the cost of quality (using a weak baseline). This limits the interest for the ICLR audience. Clarity: the overall text is somewhat clear, but the model description (section 3) could be more clear. Originality: the work is a compendium of “practitioners wisdom” applied to a specific task. It has thus limited originality. Significance: I find the work that establishes a new “best practices all in one” quite interesting, but however these must shine in all aspects. Being fast at the cost of quality, will limit the impact of this work. Minor comments: * Overall the text is proper english but the sentences constructions is often unsound, specific examples below. * To improve the chances of acceptance, I invite the authors to also explore bigger models and show that the same “collected wisdom” can be used both to reach high speed and high quality (with the proper trade-off curve being shown). Aiming for only one end of the quality versus speed curve limits too much the paper. * Section 1: “mobile or battery powered … require rates > 10 fps“. 10 fps with which energy budget ? Should not this be > 10 fps && < X Watt. * “Rules and ideas” -> rules seem too strong of a word, “guidelines” ? * “Is of utmost importance” -> “is of importance” (important is already important) * “Presents a trainable network … therefore we compare to … the large majority of inference the same way”; the sentence makes no sense to me, I do not see the logical link between before and after “therefore” * Scen-parsing -> scene-parsing * It is arguable if encoder and decoder can be called “separate” * “Unlike in Noh” why is that relevant ? Make explicit or remove * “Real-time” is vague, you mean X fps @ Y W ? * Other existing architectures -> Other architectures * Section 3, does not the BN layer include a bias term ? Can you get good results without any bias term ? * Table 1: why is the initial layer a downsampling one, since the results has half the size of the input ? * Section 4, non linear operations. What do you mean by “settle to recurring pattern” ? * Section 4, dimensionality changes. “Computationally expensive”, relative to what ? * Section 4, dimensionality changes. “This technique ... speeds-up ten times”, but does not provide the same results. Without an experimental validation changing an apple for an orange does not make the orange better than the apple. * Section 4, dimensionality changes. “Found one problem”, problem would imply something conceptually wrong. This is more an “issue” or an “miss-match” when using ResNet for semantic labelling. * Section 4, factorizing filters. I am unsure of why you call nx1 filter asymmetric. A filter could be 1xn yet be symmetric (e.g. -2 -1 0 1 2). Why not simply call them rectangular filters ? * Section 4, factorizing filters. Why would this change increase the variety ? I would have expected the opposite. * Section 4, regularization. Define “much better”. * Section 5.1; “640x360 is adequate for practical applications”; for _some_ applications. * Section 5.2, “very quickly” is vague and depends on the reader expectations, please be quantitative. * Section 5.2, Haver -> have * Section 5.2, in this work -> In this work * Section 5.2, unclear what you use the class weighting for. Is this for class balancing ? * Section 5.2, Cityscapes was -> Cityscapes is * Section 5.2, weighted by the average -> is each instance weighted relative the average object size. * Section 5.2, fastest model in the Cityscapes -> fastest model in the public Cityscapes","The review acknowledges the interesting aspects of the work, such as speed and size improvements. However, it expresses significant concerns about the quality of the baseline used for comparison and the lack of experimental validation for several claims. The reviewer also criticizes the paper's focus on speed at the expense of quality, suggesting it limits the work's impact and interest for the ICLR audience. The numerous minor comments, while presented as suggestions, point to areas where the reviewer perceives weaknesses in clarity, precision, and writing style. Overall, the tone is critical, suggesting the paper needs substantial revisions. Therefore, the sentiment leans towards the negative side, although not extremely negative as it recognizes the potential of the work.",-40,60
"This paper presents a linear pipeline All-reduce approach for parallel neural networks on multiple GPU. The paper provides both theoretical analysis and experiments. Overall, the results presented in the paper are interesting, but the writing can be improved. Comments: - The authors compare their proposed approach with several alternative approaches and demonstrate strong performance of the proposed approaches. But it is unclear if the improvement is from the proposed approach or from the implementation. - The paper is not easy to follow and the writing can be improved in many place (aside from typos and missing references). Specifically, the authors should provide more intuitions of the proposed approach in the introduction and in Section 3. - The proposition and the analysis in Section 3.2 do not suggest the communication cost of linear pipeline is approximately 2x and log p faster than BE and MST, respectively, as claimed in many places in the paper. Instead, it suggests LP *cannot* be faster than these methods by 2x and log p times. More specifically, Eq (2) shows T_broadcase_BE/ T_broadcase_LP < 2. This does not provide an upper-bound of T_broadcase_LP and it can be arbitrary worse when comparing with T_broadcase_BE from this inequality. Therefore, instead of showing T_broadcase_BE/ T_broadcase_LP < 2, the authors should state T_broadcase_BE/ T_broadcase_LP > 1 when n approaches infinity. - It would be interesting to emphasize more on the differences between designing parallel algorithms on CPU v.s. on GPU to motivate the paper.","The reviewer finds the results interesting, which indicates a somewhat positive sentiment. However, they also point out several areas for improvement, suggesting the paper is not perfect. Therefore, the sentiment is leaning towards positive but not overly enthusiastic. The language used is constructive and professional, focusing on specific issues and suggestions for improvement without resorting to personal attacks or harsh wording.",50,70
"Summary: This paper proposes a read-again attention-based representation of the document with the copy mechanism for the summarization task. The model reads each sentence in the input document twice and creates a hierarchical representation of it instead of a bidirectional RNN. During the decoding, it uses the representation of the document obtained via the read-again mechanism and points the words that are OOV in the source document. The model does abstractive summarization. The authors show improvements on DUC 2004 dataset and provide an analysis of their model with different configurations. Contributions: The main contribution of this paper is the read-again attention mechanism where the model reads the same sentence twice and obtains a better representation of the document. Writing: The text of this paper needs more work. There are several typos and the explanations of the model/architecture are not really clear, some parts of the paper feel somewhat bloated. Pros: - The proposed model is a simple extension to the model to the model proposed in [2] for summarization. - The results are better than the baselines. Cons: - The improvements are not that large. - Justifications are not strong enough. - The paper needs a better writeup. Several parts of the text are not using a clear/precise language and the paper needs a better reorganization. Some parts of the text is somewhat informal. - The paper is very application oriented. Question: - How does the training speed when compared to the regular LSTM? Some Criticisms: A similar approach to the read again mechanism which is proposed in this paper has already been explored in [1] in the context of algorithmic learning and I wouldn’t consider the application of that on the summarization task a significant contribution. The justification behind the read-again mechanism proposed in this paper is very weak. It is not really clear why additional gating alpha_i is needed for the read again stage. As authors also suggest, pointer mechanism for the unknown/rare words [2] and it is adopted for the read-again attention mechanism. However, in the paper, it is not clear where the real is the gain coming from, whether from “read-again” mechanism or the use of “pointing”. The paper is very application focused, the contributions of the paper in terms of ML point of view is very weak. It is possible to try this read-again mechanism on more tasks other than summarization, such as NMT, in order to see whether if those improvements are The writing of this paper needs more work. In general, it is not very well-written. Minor comments: Some of the corrections that I would recommend fixing, On page 4: “… better than a single value … ” —> “… scalar gating …” On page 4: “… single value lacks the ability to model the variances among these dimensions.” —> “… scalar gating couldn’t capture the ….” On page 6: “ … where h_0^2 and h_0^*2 are initial zero vectors … “ —> “… h_0^2 and h_0^*2 are initialized to a zero vector in the beginning of each sequence …* There are some inconsistencies for example parts of the paper refer to Tab. 1 and some parts of the paper refer to Table 2. Better naming of the models in Table 1 is needed. The location of Table 1 is a bit off. [1] Zaremba, Wojciech, and Ilya Sutskever. *Reinforcement learning neural Turing machines.* arXiv preprint arXiv:1505.00521 362 (2015). [2] Gulcehre, Caglar, et al. *Pointing the Unknown Words.* arXiv preprint arXiv:1603.08148 (2016).","The reviewer outlines both positive and negative aspects of the paper. While acknowledging the merits of the proposed model and its improvement over baselines, the reviewer expresses significant concerns about the paper's clarity, justification of the approach, and writing quality. The numerous criticisms and suggestions for improvement indicate a negative sentiment, although not extremely harsh. The language remains professional and polite throughout, suggesting constructive criticism rather than outright negativity.",-30,60
"This paper presents iterative PoWER, an off-policy variation on PoWER, a policy gradient algorithm in the reward-weighted family. I*m not familiar enough with this type lower bound scheme to comment on it. It looks like the end result is less conservative step sizes in policy parameter space. All expectation-based algorithms (and their KL-regularized cousins a-la TRPO) take smallish steps, and this might be a sensible way to accelerate them. The description of the experiments in Section VI is insufficient for reproducibility. Is *The cart moved right* supposed to be *a positive force is applied to the cart*? How is negative force applied? What is the representation of the state? What is the distribution of initial states? A linear policy is insufficient for swing up and balance of a cart-pole. Are you only doing balancing? What is the noise magnitude of the policy? How was it chosen? How long were the episodes? The footnote at the bottom of page 8 threw me off. If you*re using Newton*s method, where is the discussion of gradients and Hessians? I thought the argmax_theta operator was a stand-in for an EM-style step, which I how I read Eq (8) in the Kober paper. https://papers.nips.cc/paper/3545-policy-search-for-motor-primitives-in-robotics.pdf I might be missing something basic here. The control variates thing seems cool. I only read up on it now and I don*t think I*ve seen it before in the RL literature. Seems like a powerful tool. Section 6.2 has too much business jargon, I could barely read it.","The reviewer expresses a mixture of interest and skepticism. They find the core idea potentially interesting (""All expectation-based algorithms... this might be a sensible way to accelerate them.""), but raise several concerns about the experiments and clarity. The use of informal language like ""cool"" and ""threw me off"" suggests a neutral-leaning-towards-negative sentiment, as it indicates a lack of polish and potential confusion. The numerous pointed questions about the experimental setup further point to a critical, though not disrespectful, stance. ",-10,40
"This paper tries to solve the problem of interpretable representations with focus on Sum Product Networks. The authors argue that SPNs are a powerful linear models that are able to learn parts and their combinations, however, their representations havent been fully exploited by generating embeddings. Pros: -The idea is interesting and interpretable models/representations is an important topic. -Generating embeddings to interpret SPNs is a novel idea. -The experiments are interesting but could be extended. Cons: -The author*s contribution isn*t fully clear and there are multiple claims that need support. For example, SPNs are indeed interpretable as is, since the bottom-up propagation of information from the visible inputs could be visualized at every stage, and the top-down parse could be also visualized as it has been done before (Amer & Todorovic, 2015). Another example, Proposition one claims that MPNs are perfect encoder decoders since the max nodes always have one max value, however, what if it was uniformally distributed node, or there are two equal values? Did the authors run into such cases? Did they address all edge cases? -A good comparison could have been against Generative Adversarial Networks (GANs), Generative Stochastic Networks (GSNs) and Variational Autoencoders too since they are the state-of-the-art generative models, rather than comparing with RBMs and Nade. I would suggest that the authors take sometime to evaluate their approach against the suggested methods, and make sure to clarify their contributions and eliminate over claiming statements. I agree with the other comments raised by Anon-Reviewer1.","The review acknowledges the merits of the paper, such as its interesting idea, novelty, and interesting experiments. However, it also raises several concerns, particularly about the clarity of the authors' contributions and the need for stronger support for some claims. The reviewer suggests comparisons with other state-of-the-art models and calls for addressing specific edge cases. The tone is generally constructive and provides concrete suggestions for improvement. Overall, the sentiment leans slightly towards the negative side due to the significant concerns raised.",-20,60
"The paper introduces an efficient variant of sparse coding and uses it as a building block in CNNs for image classification. The coding method incorporates both the input signal reconstruction objective as well as top down information from a class label. The proposed block is evaluated against the recently proposed CReLU activation block. Positives: The proposed method seems technically sound, and it introduces a new way to efficiently train a CNN layer-wise by combining reconstruction and discriminative objectives. Negatives: The performance gain (in terms of classification accuracy) over the previous state-of-the-art is not clear. Using only one dataset (CIFAR-10), the proposed method performs slightly better than the CRelu baseline, but the improvement is quite small (0.5% in the test set). The paper can be strengthened if the authors can demonstrate that the proposed method can be generally applicable to various CNN architectures and datasets with clear and consistent performance gains over strong CNN baselines. Without such results, the practical significance of this work seems unclear.","The review acknowledges the technical soundness of the paper and its novelty ('new way to efficiently train'). However, it also expresses concerns about the limited performance improvement and lack of generalizability, ultimately questioning the practical significance. Therefore, the sentiment leans towards the skeptical side, but the language remains professional and polite.",20,70
"This paper attempted to solve an interesting problem -- incorporating hard constraints in seq2seq model. The main idea is to modify the weight of the neural network in order to find a feasible solution. Overall, the idea presented in the paper is interesting, and it tries to solve an important problem. However, it seems to me the paper is not ready to publish yet. Comments: - The first section of the paper is clear and well-motivated. - The authors should report test running time. The proposed approach changes the weight matrix. As a result, it needs to reevaluate the values of hidden states and perform the greedy search for each iteration of optimizing Eq (7). This is actually pretty expensive in comparison to running the beam search or other inference methods. Therefore, I*m not convinced that the proposed approach is a right direction for solving this problem (In table, 1, the authors mention that they run 100 steps of SGD). - If I understand correctly, Eq (7) is a noncontinuous function w.r.t W_lambda and the simple SGD algorithm will not be able to find its minimum. - For dependency parsing, there are standard splits of PTB. I would suggest the authors follow the same splits of train, dev, and test in order to compare with existing results. Minor comments: several sentences are misleading and should be rewritten carefully. - Beginning of Section 3: *A major advantage of neural network is that once trained, inference is extremely efficient.* This sentence is not generally right, and I guess the authors mean if using greedy search as inference method, the inference is efficient. - The description in the end of section 2 is awkward. To me, feed-forward and RNN are general families that cover many specific types of neural networks, and the training procedures are not necessarily to aim to optimize Eq. (2). Therefore, the description here might not be true. In fact, I don*t think there is a need to bring up feed-forward networks here; instead, the authors should provide more details the connection between RNN and Eq (2) here. - The second paragraph of section 3 is related to [1], where it shows the search space of the inference can be represented as an imperative program. [1] Credit assignment compiler for joint prediction, NIPS 2016","The reviewer finds the paper's core idea interesting and addressing a relevant problem (positive cues). However, they express significant concerns about the methodology and execution, deeming it not ready for publication (negative cue). They provide detailed criticism and suggestions for improvement. The language, while direct, maintains a professional and constructive tone.",-20,50
"This paper proposes the Layerwise Origin Target Synthesis (LOTS) method, which entails computing a difference in representation at a given layer in a neural network and then projecting that difference back to input space using backprop. Two types of differences are explored: linear scalings of a single input’s representation and difference vectors between representations of two inputs, where the inputs are of different classes. In the former case, the LOTS method is used as a visualization of the representation of a specific input example, showing what it would mean, in input space, for the feature representation to be supressed or magnified. While it’s an interesting computation to perform, the value of the visualizations is not very clear. In the latter case, LOTS is used to generate adversarial examples, moving from an origin image just far enough toward a target image to cause the classification to flip. As expected, the changes required are smaller when LOTS targets a higher layer (in the limit of targetting the last layer, results similar to the original adversarial image results would be obtained). The paper is an interesting basic exploration and would probably be a great workshop paper. However, the results are probably not quite compelling enough to warrant a full ICLR paper. A few suggestions for improvement: - Several times it is claimed that LOTS can be used as a method for mining for diverse adversarial examples that could be used in training classifiers more robust to adversarial perturbation. But this simple experiment of training on LOTS generated examples isn’t tried. Showing whether the LOTS method outperforms, say, FGS would go a long way toward making a strong paper. - How many layers are in the networks used in the paper, and what is their internal structure? This isn’t stated anywhere. I was left wondering whether, say, in Fig 2 the CONV2_1 layer was immediately after the CONV1_1 layer and whether the FC8 layer was the last layer in the network. - In Fig 1, 2, 3, and 4, results of the application of LOTS are shown for many intermediate layers but miss for some reason applying it to the input (data) layer and the output/classification (softmax) layer. Showing the full range of possible results would reinforce the interpreatation (for example, in Fig 3, are even larger perturbations necessary in pixel space vs CONV1 space? And does operating directly in softmax space result in smaller perturbations than IP2?) - The PASS score is mentioned a couple times but never explained at all. E.g. Fig 1 makes use of it but does not specify such basics as whether higher or lower PASS scores are associated with more or less severe perturbations. A basic explanation would be great. - 4.2 states “In summary, the visualized internal feature representations of the origin suggest that lower convolutional layers of the VGG Face model have managed to learn and capture features that provide semantically meaningful and interpretable representations to human observers.” I don’t see that this follows from any results. If this is an important claim to the paper, it should be backed up by additional arguments or results. 1/19/17 UPDATE AFTER REBUTTAL: Given that experiments were added to the latest version of the paper, I*m increasing my review from 5 -> 6. I think the paper is now just on the accept side of the threshold.","The reviewer finds the paper to be an ""interesting basic exploration"" and suggests it would be ""a great workshop paper."" They do not find the results compelling enough for a full ICLR paper, which indicates a somewhat negative sentiment. However, they provide constructive criticism and suggestions for improvement, and ultimately increase their score after the authors address their concerns. This suggests the reviewer is being helpful and not overly harsh. Therefore, the sentiment is slightly negative but the politeness is positive.",-10,80
"Overall the paper has the feel of a status update by some of the best researchers in the field. The paper is very clear, the observations are interesting, but the remarks are scattered and don*t add up to a quantum of progress in the study of what can be done with the Neural GPU model. Minor remark on the use of the term RNN in Table 1: I found Table 1 confusing because several of the columns are for models that are technically RNNs, and use of RNNs for e.g. translation and word2vec highlight that RNNs can be characterized in terms of the length of their input sequence, the length of their input, and the sizes (per step) of their input, output, and working memories. Basic model question: How are inputs presented (each character 1-hot?) and outputs retrieved when there are e.g. 512 “filters” in the model ? If inputs and outputs are 1-hot encoded, and treated with the same filters as intermediate layers, then the intermediate activation functions should be interpretable as digits, and we should be able to interpret the filters as implementing a reliable e.g. multiplication-with-carry algorithm. Looking at the intermediate values may shed some light on why the usually-working models fail on e.g. the pathological cases identified in Table 3. The preliminary experiment on input alignment is interesting in two ways: the seeds for effective use of an attentional mechanism are there, but also, it suggests that the model is not presently dealing with general expression evaluation the way a correct algorithm should. The remarks in the abstract about improving the memory efficiency of Neural GPU seem overblown -- the paragraph at the top of page 6 describes the improvements as using tf.while_loop instead of unrolling the graph, and using swap_memory to use host memory when GPU memory runs short. These both seem like good practice, but not a remarkable improvement to the efficiency of the model, in fact it would likely slow down training and inference when memory does in fact fit in the GPU. The point about trying many of random seeds to get convergence makes me wonder if the Neural GPU is worth its computational cost at all, when evaluated as means of learning algorithms that are already well understood (e.g. parsing and evaluating S-exprs). Consider spending all of the computational cycles that go into training one of these models (with the multiple seeds) on a traditional search through program space (e.g. sampling lisp programs or something). The notes on the curriculum strategies employed to get the presented results were interesting to read, as an indication of the lengths to which someone might have to go to train this sort of model, but it does leave this reviewer with the impression that despite the stated extensions of the Neural GPU model it remains unclear how useful it might be to practical problems.","The review is predominantly negative due to several factors: skepticism about the significance of the research (""don't add up to a quantum of progress""), questioning the model's efficiency and practicality, and suggesting alternative approaches. While the reviewer acknowledges the authors' expertise and clarity of writing, the overall tone conveys doubt and suggests the research might be unremarkable. The language, however, remains largely polite and professional throughout, with constructive criticism and specific recommendations.",-40,60
"This paper presents a meta-learning algorithm which learns to learn generative models from a small set of examples. It’s similar in structure to the matching networks of Vinyals et al. (2016), and is trained in a meta-learning framework where the inputs correspond to datasets. Results are shown on Omniglot in terms of log-likelihoods and in terms of generated samples. The proposed idea seems reasonable, but I’m struggling to understand various aspects of the paper. The exposition is hard to follow, partly because existing methods are described using terminology fairly different from that of the original authors. Most importantly, I can’t tell which aspects are meant to be novel, since there are only a few sentences devoted to matching networks, even though this work builds closely upon them. (I brought this up in my Reviewer Question, and the paper has not been revised to make this clearer.) I’m also confused about the meta-learning setup. One natural formulation for meta-learning of generative models would be that the inputs consist of small datasets X, and the task is to predict the distribution from which X was sampled. But this would imply a uniform weighting of data points, which is different from the proposed method. Based on 3.1, it seems like one additionally has some sort of query q, but it’s not clear what this represents. In terms of experimental validation, there aren’t any comparisons against prior work. This seems necessary, since several other methods have already been proposed which are similar in spirit.","The reviewer expresses confusion and struggles to understand key aspects of the paper, such as novelty and the meta-learning setup. They find the exposition difficult to follow and point out the lack of comparison with prior work. While they acknowledge the idea as reasonable, the numerous concerns and lack of clarity suggest a negative sentiment. The language, however, remains professional and polite throughout.",-40,60
"The paper presents a few tricks to compress a wide and shallow text classification model based on n-gram features. These tricks include (1) using (optimized) product quantization to compress embedding weights (2) pruning some of the vocabulary elements (3) hashing to reduce the storage of the vocabulary (this is a minor component of the paper). The paper focuses on models with very large vocabularies and shows a reduction in the size of the models at a relatively minor reduction of the accuracy. The problem of compressing neural models is important and interesting. The methods section of the paper is well written with good high level comments and references. However, the machine learning contributions of the paper are marginal to me. The experiments are not too convincing mainly focusing on benchmarks that are not commonly used. The implications of the paper on the state-of-the-art RNN text classification models is unclear. The use of (optimized) product quantization for approximating inner product is not particularly novel. Previous work also considered doing this. Most of the reduction in the model sizes comes from pruning vocabulary elements. The method proposed for pruning vocabulary elements is simply based on the assumption that embeddings with larger L2 norm are more important. A coverage heuristic is taken into account too. From a machine learning point of view, the proper baseline to solve this problem is to have a set of (relaxed) binary coefficients for each embedding vector and learn the coefficients jointly with the weights. An L1 regularizer on the coefficients can be used to encourage sparsity. From a practical point of view, I believe an important baseline is missing: what if one simply uses fewer vocabulary elements (e.g based on subword units - see https://arxiv.org/pdf/1508.07909.pdf) and retrain a smaller models? Given the lack of novelty and the missing baselines, I believe the paper in its current form is not ready for publication at ICLR. More comments: - The title does not make it clear that the paper focuses on wide and shallow text classification models. Please revise the title. - The paper cites an ArXiv manuscript by Carreira-Perpinan and Alizadeh (2016) several times, which has the same title as the submitted paper. Please make the paper self-contained and include any supplementary material in the appendix. - In Fig 2 does the square mark PQ or OPQ? The paper does not distinguish OPQ and PQ properly at multiple places especially in the experiments. - The paper argues the wide and shallow models are the state of the art in small datasets. Is this really correct? What about transfer learning?","The reviewer raises several concerns about the paper, questioning its novelty and the strength of its experimental results. They find the contributions marginal and point out missing baselines. While the reviewer acknowledges the importance of the problem and praises the writing in parts, the overall tone is critical, suggesting the paper is not ready for publication. The language, however, remains professional and avoids personal attacks.",-40,60
"This paper proposes a method for estimating the context sensitivity of paraphrases and uses that to inform a word embedding learning model. The main idea and model are presented convincingly and seem plausible. The main weaknesses of the paper are shortcomings in the experimental evaluation and in the model exploration. The evaluation does not convincingly determine whether the model is a significant improvement over simpler methods (particularly those that do not require the paraphrase database!). Likewise, the model section did not convince me that this was the most obvious model formulation to try. The paper would be stronger if model choices were explained more convincingly or - better yet - alternatives were explored. On balance I lean towards rejecting the paper and encouraging the authors to submit a revised and improved version at a near point in the future. Detailed/minor points below: 1) While the paper is grammatically mostly correct, it would benefit from revision with the help of a native English speaker. In its current form long sections are very difficult to understand due to the unconventional sentence structure. 2) The tables need better and more descriptive labels. 3) The results are somewhat inconclusive. Particularly in the analogy task in Table 4 it is surprising that CBOW does better on the semantic aspect of the task than your embeddings which are specifically tailored to be good at this? 4) Why was *Enriched CBOW* not included in the analogy task? 5) In the related work section several papers are mentioned that learn embeddings from a combination of lexica and corpora, yet it is repeatedly said that this was the first work of such a kind / that there hasn*t been enough work on this. That feels a little misleading.","The reviewer finds the core idea plausible but identifies weaknesses in evaluation and model exploration. They lean towards rejection but encourage resubmission after improvements. The language is direct but professional, suggesting areas for improvement without resorting to harsh or disrespectful language.",-20,50
"This paper addresses the problem of data sparsity in the healthcare domain by leveraging hierarchies of medical concepts organized in ontologies. The paper focuses on sequential prediction given a patient’s medical record (a sequence of medical codes, some of which might occur very rarely). Instead of simply assigning each medical code an independent embedding before feeding it to an RNN, the proposed approach assigns each node in the medical ontology a “basic” embedding, and composes a “final” embedding for each medical code by taking a learned weighted average (via an attention mechanism) of the medical code’s ancestors in the ontology. Notably, the paper is well written and the approach is quite intuitive. I have the following comments: - Why is the patient’s visit taken as just the sum of medical codes found in the visit, and not say the average or a learned weighted average? Wouldn’t this bias for/against the number of codes in the visit? - I don’t see why basic embeddings are not fine tuned as well. Did you find that to hurt performance? Do you have an explanation for that? - Looking at Figure 2, the results seem very close and the figures are not very clear (figure (b) top is missing). Also, I am wondering how significant the differences are so it would be nice to comment on that. Finally, I think this is an interesting application paper applying well-established deep learning techniques. The paper deals with an important issue that arises when applying deep learning models in domains with scarce data resources. However, I would like the authors to comment on what there paper offers as new insights to the ICLR community and why they think ICLR is a good avenue for their work.","The reviewer starts with positive remarks, highlighting the paper's focus, clarity, and intuitiveness of the approach. They also acknowledge the paper's value in addressing data sparsity. However, they raise several valid questions and suggest improvements, indicating room for further strengthening the paper. The tone remains constructive and professional throughout.",50,75
"Summary: The authors propose a multi-hop *gated attention* model, which models the interactions between query and document representations, for answering cloze-style questions. The document representation is attended to sequentially over multiple-hops using similarity with the query representation (using a dot-product) as the scoring/attention function. The proposed method improves upon (CNN, Daily Mail, Who-Did-What datasets) or is comparable to (CBT dataset) the state-of-the-art results. Pros: 1. Nice idea on heirarchical attention for modulating the context (document) representation by the task-specific (query) representation. 2. The presentation is clear with thorough experimental comparison with the latest results. Comments: 1. The overall system presents a number of architectural elements: (1) attention at multiple layers (multi-hop), (2) query based attention for the context (or gated attention), (3) encoding the query vector at each layer independently. It is important to breakdown the gain in performance due to the above factors: the ablation study presented in section 4.4 helps establish the importance of Gated Attention (#2 above). However, it is not clear: (1) how much multiple-hops of gated-attention contribute to the performance. (2) how important is it to have a specialized query encoder for each layer. Understanding the above better, will help simplify the architecture. 2. The tokens are represented using L(w) and C(w). It is not clear if C(w) is crucial for the performance of the proposed method. There is a significant performance drop when C(w) is absent (e.g. in *GA Reader--*; although there are other changes in *GA Reader--* which could affect the performance). Hence, it is not clear how much does the main idea, i.e., gated attention contributes towards the superior performance of the proposed method.","The review acknowledges the merits of the paper, highlighting the ""nice idea"" and ""clear presentation."" However, it also raises important questions and suggests areas for improvement, particularly regarding the ablation study and the contribution of specific architectural elements. Overall, the tone is constructive and suggestive rather than overly negative or positive.",50,70
"The contribution of this paper can be summarized as: 1, A TransGaussian model (in a similar idea of TransE) which models the subject / object embeddings in a parameterization of Gaussian distribution. The model can be naturally adapted to path queries like the formulation of (Guu et al, 2015). 2. Along with the entity / relation representations trained by TransGaussian, an LSTM + attention model is built on natural language questions, aiming at learning a distribution (not normalized though) over relations for question answering. 3. Experiments on a generated WorldCup2014 dataset, focusing on path queries and conjunctive queries. Overall, I think the Gaussian parameterization exhibits some nice properties, and could be suitable to KB completion and question answering. However, some details and the main experimental results are not convincing enough to me. The paper writing also needs to be improved. More comments below: [Major comments] - My main concern is that that evaluation results are NOT strong. Either knowledge base completion or KB-based question answering, there are many existing and competitive benchmarks (e.g., FB15k / WebQuestions). Experimenting with such a tiny WordCup2014 dataset is not convincing. Moreover, the questions are just generated by a few templates, which is far from NL questions. I am not even not sure why we need to apply an LSTM in such scenario. The paper would be much stronger if you can demonstrate its effectiveness on the above benchmarks. - Conjunctive queries: the current model assumes that all the detected entities in the question could be aligned to one or more relations and we can take conjunctions in the end. This assumption might be not always correct, so it is more necessary to justify this on real QA datasets. - The model is named as “Gaussian attention” and I kind of think it is not very closely related to well-known attention mechanism, but more related to KB embedding literature. [Minor comments] - I find Figure 2 a bit confusing. The first row of orange blocks denote KB relations, and the second row of those denote every single word of the NL question. Maybe make it clearer? - Besides “entity recognition”, usually we still need an “entity linker” component which links the text mention to the KB entity.","The reviewer raises several major concerns about the paper, particularly the limited evaluation on a small, synthetic dataset and the questionable use of an LSTM model. While acknowledging the potential of the Gaussian parameterization approach, the reviewer's tone is critical due to the weaknesses in experimental validation and clarity. The language, however, remains professional and focused on suggesting improvements.",-20,60
